title,link_url,angajator,tip,publicat,expira,locatie_name,locatie_url,dosar
muncitor calificat  fochist,muncitor-calificat-fochist-8/,"Universitatea „1 Decembrie 1918 ” din Alba Iulia, judeţul Alba","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Alba,Alba,Permanent
"FIZIOKINETOTERAPEUT, ASISTENT MEDICAL- COMPETENTE FIZIOKINETOTERAPIE, MASEUR",fiziokinetoterapeut-asistent-medical-competente-fiziokinetoterapie-maseur/,SPITALUL DE PNEUMOFTIZIOLOGIE FLORESTI,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Prahova,Prahova,Permanent
spălătoreasă,spalatoreasa-11/,grădinița nr.233 bucurești,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
"INGRIJITOARE, SPALATOREASA",ingrijitoare-spalatoreasa/,GRADINITA NR.255,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,11/09/2023,Bucureşti,Bucureşti,Permanent
Muncitor întreținere,muncitor-intretinere-17/,LICEUL TEORETIC „OVIDIUS”,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,20/09/2023,Constanţa,Constanţa,Permanent
expert 1a,expert-1a-11/,direcția județeană de statistică harghita,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Harghita,Harghita,Temporar
îngrijitoare,ingrijitoare-82/,Grădinița nr.233 București,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Contabil șef,contabil-sef-37/,Unitatea militară 02547 București,"Funcție contractuală, Unități militare, Funcții de conducere",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
"1 POST MAGAZINER, 5 POSTURI INFIRMIERA, 6 POSTURI ÎNGRIJITOARE, 1 POST MUNCITOR NECALIFICAT",1-post-magaziner-5-posturi-infirmiera-6-posturi-ingrijitoare-1-post-muncitor-necalificat/,Institutul Inimii de Urgență pentru Boli Cardiovasculare Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Cluj,Cluj,Permanent
șofer microbuz școlar,sofer-microbuz-scolar-32/,Comuna Podu Turcului,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bacău,Bacău,Permanent
Secretar sef,secretar-sef-30/,Liceul teoretic benjamin franklin ,"Funcție contractuală, Instituții locale, Funcții de conducere",01/09/2023,14/09/2023,Bucureşti,Bucureşti,Temporar
"CERCETĂTOR ȘTIINȚIFIC ii, GRADAȚIA 0",cercetator-stiintific-ii-gradatia-0-2/,Muzeul de Istorie Națională și Arheologie Constanța,"Funcție contractuală, Instituții naționale, Funcții de execuție",01/09/2023,20/09/2023,Constanţa,Constanţa,Permanent
"magazioner, post vacant, pe perioadă   nedeterminată",magazioner-post-vacant-pe-perioada-nedeterminata/," Liceul Tehnologic Agricol Alexiu Berinde Seini,  județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
CHIMIST DEBUTANT,chimist-debutant-5/,Direcția de Sănătate Publică a județului Sibiu,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,14/09/2023,Sibiu,Sibiu,Permanent
Șofer microbuz,sofer-microbuz-3/,"Școala Gimnazială Vața de Jos, județul Hunedoara","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Hunedoara,Hunedoara,Permanent
Femeie de serviciu,femeie-de-serviciu-4/,Școala Gimnazialӑ “Nicolae Drӑganu” Zagra,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
2 posturi administrator financiar i(s),2-poturi-administrator-financiar-is-4/,"Universitatea de Medicină și Farmacie ""Carol Davila"" din București ","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Îngrijitor curățenie,ingrijitor-curatenie-13/,"Școala Gimnazială Grigore Silași, Beclean, județul Bistrița Năsăud","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,14/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
referent centru comunitar de servicii integrate Valea Teilor,referent-centru-comunitar-de-servicii-integrate-valea-teilor/,Primăria Comunei Valea Teilor,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,8/09/2023,Tulcea,Tulcea,Temporar
Referent de Specialitate gradul II – Birou Achiziții Publice și Comercial,referent-de-specialitate-gradul-ii-birou-achizitii-publice-si-comercial-6/,Școala Superioară de Aviație Civilă ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
MUNCITOR CALIFICAT – LEGĂTOR MANUAL,muncitor-calificat-legator-manual/,UNIVERSITATEA DIN petroșani,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Hunedoara,Hunedoara,Permanent
îngrijitor grădiniță,ingrijitor-gradinita-2/,școala gimnazială scurtu mare jud. teleorman,"Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Teleorman,Teleorman,Permanent
Îngrijitor,ingrijitor-342/,"Școala Gimnazială Iacob și Ioachim Muresanu Rebrișoara,","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
ingrijitor,ingrijitor-253/,Universitatea „ 1 Decembrie 1918 ” din Alba Iulia,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Alba,Alba,Permanent
medic specialist (MF/MG),medic-specialist-mf-mg/,"Orașul Baia Sprie, județul Maramureș","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Maramureş,Maramureş,Permanent
ÎNGRIJITOR,ingrijitor-365/,Liceul Teologic Ortodox „Sfinții Împărați Constantin și Elena” Piatra Neamț,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,21/09/2023,Neamţ,Neamţ,Temporar
Șofer microbuz școlar,sofer-microbuz-scolar-34/,"Școala Gimnazială Segarcea Vale, județul Teleorman","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Teleorman,Teleorman,Temporar
Referent – Compartiment Monitorizare Unități de Învățământ,referent-compartiment-monitorizare-unitati-de-invatamant/,Primaria comunei ciorogârla,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,14/09/2023,Ilfov,Ilfov,Permanent
secretar și șef formație pază,secretar-si-sef-formatie-paza/,Casa de Cultura a Studenților din Iaşi ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,21/09/2023,Iaşi,Iaşi,Permanent
Contabil șef,contabil-sef-34/,Unitatea militară 02547 București,"Funcție contractuală, Unități militare, Funcții de conducere",01/09/2023,22/09/2023,Bucureşti,Bucureşti,Permanent
Medic specialist R.M.F.B.,medic-specialist-r-m-f-b/,"Spitalul de Pneumoftiziologie „Sf. Andrei"", Valea Iașului, județul Argeș","Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Arges,Arges,Permanent
Manager persoană fizică,manager-persoana-fizica-15/,spitalul de boli cronice siret,"Funcție contractuală, Primării, Funcții de conducere",01/09/2023,2/10/2023,Suceava,Suceava,Temporar
"muncitor calificat, muncitor necalificat",muncitor-calificat-muncitor-necalificat/,"Primăria orașului Lipova, județul Arad","Funcție contractuală, Primării, Funcții de execuție",01/09/2023,15/09/2023,Arad,Arad,Permanent
SOFER,sofer-72/,DIRECTIA JUDETEANA DE STATISTICA IASI ,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,7/09/2023,Iaşi,Iaşi,Temporar
"1 post medic specialist, specialitatea radiologie și imagistică medicală",1-post-medic-specialist-specialitatea-radiologie-si-imagistica-medicala/,Institutul Inimii de Urgență pentru Boli Cardiovasculare Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,15/09/2023,Cluj,Cluj,Permanent
