"localitate","judet","cod_judet","siruta","tip_localitate","lat","long","populatie","namecheck"
"Jurilovca","Tulcea","TL",160644,,"44.7600846501","28.8731498031",4722,"JURILOVCA"
"Ineu","Bihor","BH",29724,,"47.0866162224","22.1165600143",4718,"INEU"
"Ceptura","Prahova","PH",132510,,"45.0208815231","26.3272222045",4715,"CEPTURA"
"Dumitrești","Vrancea","VN",175983,,"45.55243185","26.9272655706",4715,"DUMITRESTI"
"Tritenii de Jos","Cluj","CJ",59693,,"46.585158826","24.0013790809",4714,"TRITENII DE JOS"
"Băcești","Vaslui","VS",162381,,"46.8242864026","27.244527974",4712,"BACESTI"
"Filipești","Bacau","BC",22576,,"46.744508082","26.8864848195",4709,"FILIPESTI"
"Șuțești","Braila","BR",44140,,"45.227656641","27.4370000645",4701,"SUTESTI"
"Manasia","Ialomita","IL",100736,,"44.7064785396","26.6734601747",4701,"MANASIA"
"Sănduleni","Bacau","BC",25148,,"46.4404555074","26.7384556017",4698,"SANDULENI"
"Izbiceni","Olt","OT",127368,,"43.8241777436","24.6641504647",4693,"IBICENI"
"Mălureni","Arges","AG",17049,,"45.0966167031","24.8033180919",4692,"MALURENI"
"Cerașu","Prahova","PH",132574,,"45.3252212089","26.0413001441",4692,"CERASU"
"Bățani","Covasna","CV",63802,,"46.0886016456","25.6985421262",4689,"BATANI"
"Tătăranu","Vrancea","VN",177986,,"45.5130319935","27.3237959968",4685,"TATARANU"
"Ozun","Covasna","CV",64639,,"45.7973177956","25.8485985313",4683,"OUN"
"Sânzieni","Covasna","CV",64826,,"46.0445527369","26.1304744476",4679,"SINIENI"
"Mârșani","Dolj","DJ",73317,,"44.011565143","24.0191906122",4679,"MIRSANI"
"Duda-Epureni","Vaslui","VS",163681,,"46.7076941238","28.0382896627",4679,"DUDA-EPURENI"
"Luna","Cluj","CJ",58311,,"46.5046494615","23.9205005472",4677,"LUNA"
"Fierbinți-Târg","Ialomita","IL",102749,,"44.682312121","26.3821523339",4675,"FIERBINTI-TARG"
"Lupeni","Harghita","HR",84825,,"46.3804048436","25.2261759467",4673,"LUPENI"
"Bod","Brasov","BV",40606,,"45.7638587743","25.6419376898",4671,"BOD"
"Moieciu","Brasov","BV",41471,,"45.5031326513","25.3371905074",4667,"MOIECIU"
"Lerești","Arges","AG",16908,,"45.3288299044","25.0717795048",4664,"LERESTI"
"Vânătorii Mici","Giurgiu","GR",105972,,"44.4902611517","25.563996886",4661,"VANATORII MICI"
"Sinești","Iasi","IS",99058,,"47.1144128961","27.1934021926",4659,"SINESTI"
"Zăbrani","Arad","AR",12778,,"46.0699702175","21.5574319649",4655,"ABRANI"
"Jiana","Mehedinti","MH",112548,,"44.40183846","22.712780305",4648,"JIANA"
"Tisău","Buau","BZ",49643,,"45.1897654307","26.5811819577",4644,"TISAU"
"Plenița","Dolj","DJ",73709,,"44.221979531","23.1880693778",4644,"PLENITA"
"Bicaz-Chei","Neamt","NT",121297,,"46.8396368515","25.8906016883",4644,"BICA-CHEI"
"Rona de Sus","Maramures","MM",108632,,"47.8976979894","24.0426175872",4640,"RONA DE SUS"
"Argetoaia","Dolj","DJ",70744,,"44.5153380127","23.3781534754",4632,"ARGETOAIA"
"Stoenești","Arges","AG",18858,,"45.2630127218","25.1741935922",4631,"STOENESTI"
"Merișani","Arges","AG",17101,,"44.9709145402","24.7435041876",4620,"MERISANI"
"Nereju","Vrancea","VN",176944,,"45.7116388875","26.7153821518",4618,"NEREJU"
"Scoarța","Gorj","GJ",81861,,"45.0172844254","23.469077706",4615,"SCOARTA"
"Codăești","Vaslui","VS",163002,,"46.8712704583","27.7691354982",4613,"CODAESTI"
"Ciumeghiu","Bihor","BH",28665,,"46.731268664","21.584335709",4609,"CIUMEGHIU"
"Coșereni","Ialomita","IL",102240,,"44.6853987284","26.5610128203",4597,"COSERENI"
"Bezdead","Dambovita","DB",66330,,"45.1508223772","25.5207987887",4595,"BEDEAD"
"Satu Mare","Suceava","SV",150196,,"47.8313670726","26.0023952361",4594,"SATU MARE"
"Șimnicu de Sus","Dolj","DJ",70174,,"44.3924197148","23.7974326384",4587,"SIMNICU DE SUS"
"Baia","Tulcea","TL",159785,,"44.7243590644","28.6783926802",4584,"BAIA"
"Micești","Arges","AG",17209,,"44.9614648059","24.8551992204",4583,"MICESTI"
"Vadu Moldovei","Suceava","SV",150766,,"47.3778503977","26.3706524281",4582,"VADU MOLDOVEI"
"Băile Olănești","Valcea","VL",167696,,"45.1830619888","24.2166617055",4582,"BAILE OLANESTI"
"Suplacu de Barcău","Bihor","BH",31262,,"47.2572931883","22.5319493339",4576,"SUPLACU DE BARCAU"
"Brastavățu","Olt","OT",125962,,"43.9063413189","24.4078408395",4570,"BRASTAVATU"
"Țintești","Buau","BZ",49849,,"45.0754732708","26.8805794656",4564,"TINTESTI"
"Poroschia","Teleorman","TR",151834,,"43.9403720196","25.3571897082",4561,"POROSCHIA"
"Buciumeni","Dambovita","DB",66438,,"45.1544785109","25.4577184928",4559,"BUCIUMENI"
"Orțișoara","Timis","TM",158010,,"45.9654890966","21.2015029302",4557,"ORTISOARA"
"Tăuteu","Bihor","BH",31654,,"47.2715332687","22.3388806322",4555,"TAUTEU"
"Miroslovești","Iasi","IS",98051,,"47.1597438179","26.6531337486",4550,"MIROSLOVESTI"
"Bogați","Arges","AG",14584,,"44.8682170511","25.1386164569",4543,"BOGATI"
"Moftin","Satu Mare","SM",138208,,"47.6866946983","22.6005428316",4538,"MOFTIN"
"Budila","Brasov","BV",40688,,"45.6743206508","25.8079255591",4535,"BUDILA"
"Bocicoiu Mare","Maramures","MM",107350,,"47.9631260072","24.0155302894",4524,"BOCICOIU MARE"
"Victoria","Iasi","IS",100004,,"47.295209428","27.5936751914",4522,"VICTORIA"
"Ivănești","Vaslui","VS",164393,,"46.6348065916","27.4604815865",4517,"IVANESTI"
"Vatra Moldoviței","Suceava","SV",150980,,"47.6490613884","25.5805984944",4510,"VATRA MOLDOVITEI"
"Buntești","Bihor","BH",27971,,"46.6127999259","22.4685608217",4508,"BUNTESTI"
"Șieu-Măgheruș","Bistrita-Nasaud","BN",34690,,"47.0898652768","24.3780977719",4504,"SIEU-MAGHERUS"
"Dobrotești","Teleorman","TR",152760,,"44.2774242715","24.8864348973",4500,"DOBROTESTI"
"Șura Mare","Sibiu","SB",145765,,"45.8550314983","24.1723399709",4497,"SURA MARE"
"Strunga","Iasi","IS",99209,,"47.1673594843","26.9571778736",4495,"STRUNGA"
"Celaru","Dolj","DJ",71634,,"44.0423605772","24.1315853356",4492,"CELARU"
"Ciumani","Harghita","HR",84086,,"46.6782148535","25.5182497487",4479,"CIUMANI"
"Șona","Alba","AB",7865,,"46.2185680366","24.0167353418",4473,"SONA"
"Dumbrava","Prahova","PH",133090,,"44.8735515837","26.1908577428",4472,"DUMBRAVA"
"Sălard","Bihor","BH",31011,,"47.2208812889","22.0319985897",4467,"SALARD"
"Beceni","Buau","BZ",45003,,"45.3821003475","26.7690040321",4465,"BECENI"
"Brădești","Dolj","DJ",71055,,"44.4887621255","23.6306441875",4465,"BRADESTI"
"Runcu","Dambovita","DB",68716,,"45.1784805799","25.3877858476",4464,"RUNCU"
"Alunu","Valcea","VL",168229,,"45.02187399","23.8236064219",4463,"ALUNU"
"Crăcăoani","Neamt","NT",122187,,"47.0983606658","26.3111099819",4461,"CRACAOANI"
"Dumbrăveni","Vrancea","VN",175938,,"45.5501136534","27.1087034579",4457,"DUMBRAVENI"
"Ziduri","Buau","BZ",50479,,"45.2848202302","27.0785772277",4456,"IDURI"
"Ocnița","Dambovita","DB",68324,,"44.9901076959","25.555906571",4455,"OCNITA"
"Dudeștii Vechi","Timis","TM",156712,,"46.044778449","20.4764659796",4455,"DUDESTII VECHI"
"Buzescu","Teleorman","TR",152332,,"44.0108114727","25.2288615736",4453,"BUESCU"
"Golești","Vrancea","VN",174824,,"45.6623939438","27.1680512881",4452,"GOLESTI"
"Ceplenița","Iasi","IS",96147,,"47.3772747318","26.9592916076",4446,"CEPLENITA"
"Bistrița Bârgăului","Bistrita-Nasaud","BN",32633,,"47.2086298992","24.7618088791",4442,"BISTRITA BIRGAULUI"
"Vorniceni","Botosani","BT",39836,,"47.9815259131","26.6630664454",4440,"VORNICENI"
"Andrieșeni","Iasi","IS",95667,,"47.5283312728","27.2890077977",4440,"ANDRIESENI"
"Vlădeni","Iasi","IS",100148,,"47.4143697475","27.3266970957",4439,"VLADENI"
"Tomșani","Prahova","PH",135896,,"44.942897138","26.295043511",4439,"TOMSANI"
"Slobozia Conachi","Galati","GL",77180,,"45.5828853753","27.773773843",4437,"SLOBOIA CONACHI"
"Ungheni","Iasi","IS",96003,,"47.2169628129","27.7670735012",4436,"UNGHENI"
"Șimand","Arad","AR",12340,,"46.4240031898","21.4514532178",4431,"SIMAND"
"Galda de Jos","Alba","AB",4366,,"46.1793442734","23.6232127462",4425,"GALDA DE JOS"
"Lunca","Botosani","BT",37912,,"47.6218527502","27.0041514524",4425,"LUNCA"
"Pâncești","Bacau","BC",24187,,"46.33594696","27.0883948658",4413,"PINCESTI"
"Teliu","Brasov","BV",42058,,"45.6985570952","25.8558975775",4412,"TELIU"
"Vasilați","Calarasi","CL",105829,,"44.2907512959","26.4473927811",4410,"VASILATI"
"Copălău","Botosani","BT",36569,,"47.6178058779","26.8562331898",4407,"COPALAU"
"Măgirești","Bacau","BC",23387,,"46.5108002142","26.5459599481",4399,"MAGIRESTI"
"Cacica","Suceava","SV",147526,,"47.6489539476","25.9124786207",4399,"CACICA"
"Biharia","Bihor","BH",27436,,"47.1533570783","21.9218700635",4397,"BIHARIA"
"Ieud","Maramures","MM",108204,,"47.6773894229","24.2337848905",4395,"IEUD"
"Valea Moldovei","Suceava","SV",150891,,"47.4733553881","26.0211828826",4395,"VALEA MOLDOVEI"
"Sânpaul","Mures","MS",119466,,"46.4564575328","24.3513324384",4393,"SINPAUL"
"Bechet","Dolj","DJ",70879,,"43.7830086248","23.9587008996",4392,"BECHET"
"Luncavița","Tulcea","TL",160680,,"45.2863762299","28.2770972638",4390,"LUNCAVITA"
"Glodeni","Dambovita","DB",67522,,"45.0207450633","25.4568716349",4388,"GLODENI"
"Deda","Mures","MS",116545,,"46.9466800688","24.8741313364",4388,"DEDA"
"Șendreni","Galati","GL",75114,,"45.4123658145","27.9275862912",4383,"SENDRENI"
"Topliceni","Buau","BZ",49769,,"45.4002372758","27.013375068",4381,"TOPLICENI"
"Axente Sever","Sibiu","SB",144116,,"46.0932684935","24.2161872218",4376,"AXENTE SEVER"
"Sirețel","Iasi","IS",99101,,"47.3861595439","26.7240175248",4372,"SIRETEL"
"Iancu Jianu","Olt","OT",127288,,"44.4943780293","24.0346576314",4369,"IANCU JIANU"
"Bistra","Maramures","MM",107270,,"47.8650819592","24.1903104599",4366,"BISTRA"
"Adâncata","Suceava","SV",146799,,"47.7384584341","26.2947009676",4364,"ADANCATA"
"Iclod","Cluj","CJ",58142,,"46.9819219253","23.8086036244",4363,"ICLOD"
"Niculești","Dambovita","DB",104387,,"44.6826562411","25.9422130598",4362,"NICULESTI"
"Ulmi","Dambovita","DB",65501,,"44.8951842258","25.5024621555",4360,"ULMI"
"Bivolari","Iasi","IS",95943,,"47.5215025054","27.4451637837",4356,"BIVOLARI"
"Brănești","Dambovita","DB",66009,,"45.0418305204","25.4223728923",4354,"BRANESTI"
"Crăciunești","Mures","MS",116288,,"46.4772999353","24.5752414971",4354,"CRACIUNESTI"
"Mogoșani","Dambovita","DB",68128,,"44.6818921559","25.405153359",4352,"MOGOSANI"
"Butea","Iasi","IS",96110,,"47.0702527747","26.93815098",4351,"BUTEA"
"Ciortești","Iasi","IS",96192,,"46.9105013006","27.8467225698",4348,"CIORTESTI"
"Ocna Sibiului","Sibiu","SB",143851,,"45.8805943998","24.0461115038",4347,"OCNA SIBIULUI"
"Bistreț","Dolj","DJ",70897,,"43.8920158949","23.501548101",4346,"BISTRET"
"Valea Seacă","Bacau","BC",26083,,"46.2428073122","27.0459381259",4339,"VALEA SEACA"
"Jegălia","Calarasi","CL",93815,,"44.291473529","27.6343899036",4336,"JEGALIA"
"Păuliș","Arad","AR",11539,,"46.1161582351","21.5947668087",4334,"PAULIS"
"Tia Mare","Olt","OT",129460,,"43.8638752364","24.6360868212",4333,"TIA MARE"
"Iaslovăț","Suceava","SV",151442,,"47.7586183887","25.9774205855",4330,"IASLOVAT"
"Braniștea","Galati","GL",75711,,"45.4397039488","27.8393765857",4328,"BRANISTEA"
"Români","Neamt","NT",124073,,"46.793261184","26.6901008895",4328,"ROMANI"
"Conțești","Dambovita","DB",66768,,"44.6851768765","25.6387877164",4322,"CONTESTI"
"Șicula","Arad","AR",12242,,"46.4355412355","21.7591501242",4318,"SICULA"
"Rusănești","Olt","OT",128588,,"43.9367501718","24.5964676566",4315,"RUSANESTI"
"Căianu Mic","Bistrita-Nasaud","BN",32811,,"47.2358079624","24.1572299228",4314,"CAIANU MIC"
"Pui","Hunedoara","HD",90538,,"45.5169320635","23.0919145332",4313,"PUI"
"Valea Mare Pravăț","Arges","AG",13524,,"45.2917095274","25.0925023981",4311,"VALEA MARE PRAVAT"
"Baia de Fier","Gorj","GJ",78711,,"45.1714082585","23.7631612264",4309,"BAIA DE FIER"
"Prundu","Giurgiu","GR",104680,,"44.089922766","26.2330730892",4306,"PRUNDU"
"Cornu","Prahova","PH",132805,,"45.15665147","25.7045162659",4306,"CORNU"
"Dumbrăvița","Maramures","MM",108035,,"47.5989267886","23.6521787099",4304,"DUMBRAVITA"
"Agapia","Neamt","NT",121108,,"47.1737594207","26.2858082248",4304,"AGAPIA"
"Glodeanu Sărat","Buau","BZ",46867,,"44.8714639331","26.6506922614",4296,"GLODEANU SARAT"
"Curtișoara","Olt","OT",126433,,"44.4944917134","24.3323543903",4291,"CURTISOARA"
"Ruginești","Vrancea","VN",177557,,"46.0743300867","27.1294195544",4291,"RUGINESTI"
"Vânători","Mures","MS",120254,,"46.2424187192","24.9282033419",4290,"VINATORI"
"Ibănești","Mures","MS",117550,,"46.7694806279","24.9345276363",4286,"IBANESTI"
"Pufești","Vrancea","VN",177352,,"46.0004637646","27.2066959599",4281,"PUFESTI"
"Nucet","Dambovita","DB",68280,,"44.7807515456","25.5469621185",4277,"NUCET"
"Bălțătești","Neamt","NT",121242,,"47.125905091","26.3122683305",4275,"BALTATESTI"
"Turulung","Satu Mare","SM",139214,,"47.9327772961","23.0843478405",4271,"TURULUNG"
"Jucu","Cluj","CJ",58259,,"46.8548624008","23.7931647266",4270,"JUCU"
"Cândești","Neamt","NT",122061,,"46.7232352832","26.5851574331",4268,"CINDESTI"
"Gălbinași","Buau","BZ",46769,,"45.0763404876","26.9370125339",4266,"GALBINASI"
"Măldăeni","Teleorman","TR",153277,,"44.1265792026","24.923274059",4266,"MALDAENI"
"Iana","Vaslui","VS",164339,,"46.3803808131","27.5546990654",4266,"IANA"
"Movila Miresii","Braila","BR",43652,,"45.2148801714","27.6231243292",4265,"MOVILA MIRESII"
"Mitreni","Calarasi","CL",100638,,"44.1694636454","26.6089333838",4261,"MITRENI"
"Bazna","Sibiu","SB",144152,,"46.2006510454","24.283426809",4261,"BANA"
"Cuza Voda","Constanta","CT",63300,,"44.2877304399","28.3100492469",4260,"CUA VODA"
"Rădășeni","Suceava","SV",150070,,"47.468801658","26.2527133088",4256,"RADASENI"
"Supur","Satu Mare","SM",138921,,"47.4671994866","22.7947517444",4250,"SUPUR"
"Valea Ursului","Neamt","NT",124885,,"46.8005647609","27.0821115427",4247,"VALEA URSULUI"
"Muntenii de Jos","Vaslui","VS",164936,,"46.6016630654","27.7722640598",4246,"MUNTENII DE JOS"
"Muntenii de Sus","Vaslui","VS",167302,,"46.6896757282","27.7776315817",4245,"MUNTENII DE SUS"
"Șaru Dornei","Suceava","SV",150445,,"47.2390737892","25.3292293134",4239,"SARU DORNEI"
"Braniștea","Dambovita","DB",66152,,"44.6794499445","25.5775328292",4238,"BRANISTEA"
"Turburea","Gorj","GJ",82555,,"44.7191902309","23.5166770367",4236,"TURBUREA"
"Drăgănești-Vlașca","Teleorman","TR",152902,,"44.1040773992","25.602058368",4234,"DRAGANESTI-VLASCA"
"Jariștea","Vrancea","VN",176506,,"45.7946204109","27.0641367402",4228,"JARISTEA"
"Batoș","Mures","MS",115520,,"46.8869860878","24.6541599412",4223,"BATOS"
"Vinderei","Vaslui","VS",166770,,"46.1507182422","27.8153532348",4221,"VINDEREI"
"Semlac","Arad","AR",12037,,"46.1125956299","20.9320988517",4220,"SEMLAC"
"Cojocna","Cluj","CJ",57350,,"46.750743323","23.8317763781",4220,"COJOCNA"
"Lipovăț","Vaslui","VS",164687,,"46.5664253197","27.7153658823",4219,"LIPOVAT"
"Ionești","Valcea","VL",170514,,"44.8671159077","24.233309259",4218,"IONESTI"
"Șendriceni","Botosani","BT",39122,,"47.9532236547","26.3299021358",4211,"SENDRICENI"
"Lovrin","Timis","TM",157530,,"45.9694307754","20.7695316315",4207,"LOVRIN"
"Cerăt","Dolj","DJ",71698,,"44.0613456739","23.6704918129",4197,"CERAT"
"Gioseni","Bacau","BC",26346,,"46.4292452206","26.9923895534",4191,"GIOSENI"
"Ocna Șugatag","Maramures","MM",108400,,"47.7813211682","23.9394773119",4190,"OCNA SUGATAG"
"Gogoșu","Mehedinti","MH",111863,,"44.3736081075","22.5935415039",4190,"GOGOSU"
"Culciu","Satu Mare","SM",137540,,"47.755455932","23.0604112522",4189,"CULCIU"
"Breasta","Dolj","DJ",71260,,"44.3426344673","23.6881521466",4187,"BREASTA"
"Micula","Satu Mare","SM",138164,,"47.9002518061","22.9505492617",4186,"MICULA"
"Mera","Vrancea","VN",176686,,"45.7631180215","26.9390434863",4186,"MERA"
"Baba Ana","Prahova","PH",132164,,"44.9690315124","26.4636321887",4184,"BABA ANA"
"Malu Mare","Dolj","DJ",73068,,"44.2375673237","23.8572476324",4183,"MALU MARE"
"Urecheni","Neamt","NT",124849,,"47.1570335183","26.5078275703",4181,"URECHENI"
"Ciocănești","Calarasi","CL",93085,,"44.1970069826","27.0653005975",4179,"CIOCANESTI"
"Cicârlău","Maramures","MM",107662,,"47.6915450429","23.4037967907",4176,"CICIRLAU"
"Finta","Dambovita","DB",67470,,"44.7905370509","25.7950760482",4174,"FINTA"
"Săvădisla","Cluj","CJ",59327,,"46.6760652855","23.4578404388",4172,"SAVADISLA"
"Schitu Duca","Iasi","IS",98827,,"47.0329338306","27.7683435538",4170,"SCHITU DUCA"
"Uliești","Dambovita","DB",68976,,"44.588805212","25.4276842686",4168,"ULIESTI"
"Prundeni","Valcea","VL",172457,,"44.736375679","24.251080454",4168,"PRUNDENI"
"Zăvoi","Caras-Severin","CS",54617,,"45.5245986149","22.4123170535",4166,"AVOI"
"Țibucani","Neamt","NT",124803,,"47.111448533","26.536954791",4165,"TIBUCANI"
"Bucovăț","Dolj","DJ",69964,,"44.2944085823","23.7390529927",4164,"BUCOVAT"
"Galicea Mare","Dolj","DJ",72383,,"44.0980477005","23.3096716444",4164,"GALICEA MARE"
"Laslea","Sibiu","SB",144731,,"46.2041198883","24.658281791",4164,"LASLEA"
"Radovanu","Calarasi","CL",104751,,"44.1914940271","26.517875433",4163,"RADOVANU"
"Cristian","Sibiu","SB",143487,,"45.7844432287","24.0299528086",4163,"CRISTIAN"
"Sulina","Tulcea","TL",159767,,"45.1560774135","29.6519699804",4161,"SULINA"
"Mehadia","Caras-Severin","CS",53274,,"44.9052430063","22.3673027305",4155,"MEHADIA"
"Frata","Cluj","CJ",57742,,"46.7054829787","24.0595234645",4150,"FRATA"
"Bogdănești","Suceava","SV",147054,,"47.36671098","26.273864321",4146,"BOGDANESTI"
"Făurei","Braila","BR",42753,,"45.0853377461","27.2715532236",4145,"FAUREI"
"Șimian","Bihor","BH",31333,,"47.4874878088","22.0892659544",4144,"SIMIAN"
"Padina","Buau","BZ",48138,,"44.8356846278","27.1081774399",4144,"PADINA"
"Tulnici","Vrancea","VN",178117,,"45.9219214681","26.6764820383",4144,"TULNICI"
"Nicorești","Galati","GL",76807,,"45.9314837367","27.3085823892",4143,"NICORESTI"
"Vădeni","Braila","BR",44391,,"45.3699478208","27.9243371887",4132,"VADENI"
"Borș","Bihor","BH",27631,,"47.1166554224","21.8159487974",4131,"BORS"
"Vizantea-Livezi","Vrancea","VN",178545,,"45.9546007824","26.8367999148",4131,"VIANTEA-LIVEI"
"Șagu","Arad","AR",12144,,"46.0611406249","21.2861043335",4130,"SAGU"
"Focuri","Iasi","IS",97063,,"47.3511342368","27.2019977722",4128,"FOCURI"
"Baia de Arieș","Alba","AB",2915,,"46.3808570605","23.2832869838",4120,"BAIA DE ARIES"
"Teregova","Caras-Severin","CS",54270,,"45.1455478336","22.2852465794",4117,"TEREGOVA"
"Corbi","Arges","AG",15830,,"45.2882884552","24.8013007192",4116,"CORBI"
"Bălilești","Arges","AG",14272,,"45.0624293035","24.9413826681",4114,"BALILESTI"
"Cristești","Iasi","IS",96637,,"47.2604231898","26.5761882817",4113,"CRISTESTI"
"Budeasa","Arges","AG",14851,,"44.9256603286","24.8271030442",4112,"BUDEASA"
"Iara","Cluj","CJ",58008,,"46.5558658037","23.5161497553",4110,"IARA"
"Pădureni","Vaslui","VS",165185,,"46.621922537","28.0825811321",4110,"PADURENI"
"Ghioroc","Arad","AR",10872,,"46.1533516465","21.5902981234",4107,"GHIOROC"
"Dealu","Harghita","HR",84264,,"46.3955695165","25.3063895973",4098,"DEALU"
"Timișești","Neamt","NT",124661,,"47.2322150716","26.5504487404",4096,"TIMISESTI"
"Vama","Satu Mare","SM",139330,,"47.8435419206","23.3965985899",4094,"VAMA"
"Eremitu","Mures","MS",116590,,"46.6616858547","24.9241107695",4093,"EREMITU"
"Fundu Moldovei","Suceava","SV",148765,,"47.5377349376","25.4093892367",4093,"FUNDU MOLDOVEI"
"Bârca","Dolj","DJ",70940,,"43.969540251","23.6178230849",4092,"BIRCA"
"Dorolț","Satu Mare","SM",137675,,"47.8434925704","22.8125961716",4089,"DOROLT"
"Durnești","Botosani","BT",37217,,"47.7659448445","27.1121715139",4086,"DURNESTI"
"Vadu Crișului","Bihor","BH",31976,,"46.9860493891","22.5169343301",4085,"VADU CRISULUI"
"Mărunței","Olt","OT",127493,,"44.2145780289","24.4702626725",4078,"MARUNTEI"
"Vișina","Dambovita","DB",69330,,"44.5908057792","25.3335543738",4070,"VISINA"
"Cernat","Covasna","CV",64194,,"45.9636924302","26.0277344034",4062,"CERNAT"
"Brâncovenești","Mures","MS",115897,,"46.8559363134","24.759910515",4060,"BRINCOVENESTI"
"Păstrăveni","Neamt","NT",123371,,"47.1599838147","26.5713972895",4057,"PASTRAVENI"
"Borod","Bihor","BH",27560,,"46.9917021164","22.6155620388",4051,"BOROD"
"Liebling","Timis","TM",157497,,"45.5810917664","21.321141213",4043,"LIEBLING"
"Tarna Mare","Satu Mare","SM",139009,,"48.0913879862","23.1993123392",4038,"TARNA MARE"
"Lopătari","Buau","BZ",47186,,"45.4855951435","26.5758967703",4037,"LOPATARI"
"Suciu de Sus","Maramures","MM",109041,,"47.4314047505","24.0415291852",4033,"SUCIU DE SUS"
"Bobota","Salaj","SJ",140280,,"47.3823064151","22.7667800514",4029,"BOBOTA"
"Brusturi","Neamt","NT",121938,,"47.2804384613","26.3827693878",4027,"BRUSTURI"
"Ișalnița","Dolj","DJ",70094,,"44.3939013769","23.7371126265",4026,"ISALNITA"
"Voinești","Vaslui","VS",166869,,"46.5612498604","27.4283204993",4026,"VOINESTI"
"Vaideeni","Valcea","VL",174021,,"45.1702487894","23.9334400544",4023,"VAIDEENI"
"Ibănești","Botosani","BT",37823,,"48.0697098417","26.3817496318",4022,"IBANESTI"
"Buturugeni","Giurgiu","GR",101617,,"44.3681311116","25.8353511292",4020,"BUTURUGENI"
